sku,name,category,price
SKU-0001,Groceries Item 0001,Groceries,0.025773195876288416
SKU-0002,Groceries Item 0002,Groceries,0.1305841924398622
SKU-0003,Toys Item 0003,Toys,0.39003436426116767
SKU-0004,Groceries Item 0004,Groceries,0.18556701030927805
SKU-0005,Groceries Item 0005,Groceries,0.22164948453608233
SKU-0006,Groceries Item 0006,Groceries,0.12027491408934635
SKU-0007,Groceries Item 0007,Groceries,0.0
SKU-0008,Groceries Item 0008,Groceries,0.42439862542955303
SKU-0009,Groceries Item 0009,Groceries,0.5807560137457036
SKU-0010,Groceries Item 0010,Groceries,0.44158075601374575
SKU-0011,Electronics Item 0011,Electronics,0.8969072164948452
SKU-0012,Furniture Item 0012,Furniture,0.5945017182130573
SKU-0013,Groceries Item 0013,Groceries,0.09793814432989695
SKU-0014,Furniture Item 0014,Furniture,1.0
SKU-0015,Groceries Item 0015,Groceries,0.33676975945017074
SKU-0016,Groceries Item 0016,Groceries,0.3436426116838488
SKU-0017,Toys Item 0017,Toys,0.22680412371134023
SKU-0018,Clothing Item 0018,Clothing,0.44501718213058356
SKU-0019,Clothing Item 0019,Clothing,0.5687285223367688
SKU-0020,Furniture Item 0020,Furniture,0.7457044673539512
