supplier,sku,lead_time,price,min_order
Global Trade Ltd #62,SKU-111,0.2727272727272727,0.6611830947696901,0.8876404494382022
Global Trade Ltd #4,SKU-390,0.9545454545454546,0.45254731700698736,0.02247191011235955
Global Trade Ltd #41,SKU-188,0.4090909090909091,0.4388440404314497,0.9101123595505618
Global Trade Ltd #12,SKU-087,0.5,0.15962282070415848,0.4943820224719101
Global Trade Ltd #19,SKU-055,0.5909090909090909,0.3370531171562309,0.07865168539325842
Global Trade Ltd #93,SKU-119,0.9090909090909091,0.6590801166813649,0.5617977528089888
Global Trade Ltd #44,SKU-082,0.22727272727272727,0.7195916152228479,0.23595505617977527
Global Trade Ltd #37,SKU-352,0.36363636363636365,0.49355538972932644,0.30337078651685395
Global Trade Ltd #74,SKU-243,0.09090909090909091,0.22067702326843494,0.5955056179775281
Global Trade Ltd #63,SKU-207,0.0,0.8409198833186352,0.5393258426966292
Global Trade Ltd #94,SKU-213,0.8636363636363636,0.6291296384234449,0.21348314606741572
Global Trade Ltd #60,SKU-152,0.7727272727272727,0.8675123804355199,0.39325842696629215
Global Trade Ltd #98,SKU-228,0.045454545454545456,0.5980598331185131,0.39325842696629215
Global Trade Ltd #6,SKU-295,0.4090909090909091,0.9927074146937115,0.6404494382022472
Global Trade Ltd #12,SKU-131,0.5454545454545454,0.4660470795739774,0.2247191011235955
Global Trade Ltd #15,SKU-225,0.09090909090909091,0.7764398616104742,0.9662921348314607
Global Trade Ltd #42,SKU-428,0.5909090909090909,0.9719489858218575,0.4044943820224719
Global Trade Ltd #69,SKU-422,0.5454545454545454,0.43738552337019204,0.6629213483146067
Global Trade Ltd #14,SKU-231,0.8636363636363636,0.5932772539176446,0.7752808988764045
Global Trade Ltd #17,SKU-379,0.045454545454545456,0.858489926056577,0.0449438202247191
Global Trade Ltd #65,SKU-424,0.5,0.13092734549894852,0.4943820224719101
Global Trade Ltd #23,SKU-303,0.45454545454545453,0.8842005291364222,0.14606741573033707
Global Trade Ltd #80,SKU-458,0.4090909090909091,0.6697646021301134,0.0
Global Trade Ltd #5,SKU-276,0.3181818181818182,0.6174954209348077,0.0
Global Trade Ltd #57,SKU-064,0.9545454545454546,0.16769554304321282,0.4044943820224719
Global Trade Ltd #47,SKU-485,0.5,0.4748999389457975,0.48314606741573035
Global Trade Ltd #56,SKU-156,0.6363636363636364,0.8687673834882301,0.6741573033707865
Global Trade Ltd #20,SKU-370,0.5909090909090909,0.05708567939759853,0.4044943820224719
Global Trade Ltd #20,SKU-282,0.0,0.12214232412997764,0.7752808988764045
Global Trade Ltd #59,SKU-325,0.0,0.5074960993148362,0.8651685393258427
Global Trade Ltd #12,SKU-490,0.8636363636363636,0.9872125364629266,0.9775280898876404
Global Trade Ltd #43,SKU-126,0.045454545454545456,0.32328200257784406,0.3146067415730337
Global Trade Ltd #57,SKU-039,0.6363636363636364,0.5220134319245642,0.24719101123595505
Global Trade Ltd #44,SKU-294,0.8636363636363636,0.12577165728240963,0.4943820224719101
Global Trade Ltd #52,SKU-336,0.7727272727272727,0.20195373448205686,0.07865168539325842
Global Trade Ltd #85,SKU-129,1.0,0.6729869072654501,0.0449438202247191
Global Trade Ltd #86,SKU-175,0.045454545454545456,0.6619971508038804,1.0
Global Trade Ltd #43,SKU-458,0.7727272727272727,0.2442507292585306,0.2808988764044944
Global Trade Ltd #8,SKU-303,0.3181818181818182,0.7689437622956381,0.797752808988764
Global Trade Ltd #89,SKU-302,0.13636363636363635,0.6768875924292789,0.20224719101123595
Global Trade Ltd #31,SKU-464,0.5909090909090909,0.39407095855098023,0.7640449438202247
Global Trade Ltd #90,SKU-446,0.045454545454545456,1.0,0.7752808988764045
Global Trade Ltd #63,SKU-073,0.0,0.4071297740994505,0.5280898876404494
Global Trade Ltd #13,SKU-073,0.9090909090909091,0.5673292178278272,0.8314606741573034
Global Trade Ltd #68,SKU-098,0.22727272727272727,0.32718268774167286,0.20224719101123595
Global Trade Ltd #70,SKU-482,0.7727272727272727,0.878400379892816,0.24719101123595505
Global Trade Ltd #83,SKU-365,0.45454545454545453,0.3758564547859711,0.5955056179775281
Global Trade Ltd #71,SKU-089,0.9090909090909091,0.32474051963910183,0.8426966292134831
Global Trade Ltd #71,SKU-143,0.9090909090909091,0.3806051149854148,0.9887640449438202
Global Trade Ltd #33,SKU-305,0.7272727272727273,0.444644189675056,1.0
Global Trade Ltd #11,SKU-355,0.3181818181818182,0.6685774370802524,0.8202247191011236
Global Trade Ltd #66,SKU-430,0.36363636363636365,0.37999457295977207,0.2808988764044944
Global Trade Ltd #72,SKU-304,0.045454545454545456,0.47944508513669365,0.2808988764044944
Global Trade Ltd #25,SKU-012,0.18181818181818182,0.3990231327589716,0.4044943820224719
Global Trade Ltd #79,SKU-300,0.13636363636363635,0.6082355335458925,0.5280898876404494
Global Trade Ltd #87,SKU-326,0.5909090909090909,0.7185401261786853,0.47191011235955055
Global Trade Ltd #21,SKU-407,0.45454545454545453,0.007530018316260771,0.5168539325842697
Global Trade Ltd #15,SKU-281,0.13636363636363635,0.9275829319584833,0.15730337078651685
Global Trade Ltd #68,SKU-277,0.5454545454545454,0.35180788277593106,0.3707865168539326
Global Trade Ltd #78,SKU-381,0.13636363636363635,0.25690251678990567,0.5730337078651685
Global Trade Ltd #27,SKU-157,0.6363636363636364,0.5325622413676142,0.07865168539325842
Global Trade Ltd #16,SKU-106,0.13636363636363635,0.7180313411573164,0.011235955056179775
Global Trade Ltd #49,SKU-077,0.13636363636363635,0.8236551115935148,0.8314606741573034
Global Trade Ltd #7,SKU-351,0.5,0.18150057662302424,0.1348314606741573
Global Trade Ltd #31,SKU-071,0.7272727272727273,0.5676344888406486,0.4606741573033708
Global Trade Ltd #56,SKU-036,0.8636363636363636,0.4838206363204668,0.06741573033707865
Global Trade Ltd #54,SKU-385,0.5,0.04341632182348552,0.5168539325842697
Global Trade Ltd #13,SKU-375,0.9545454545454546,0.8196526694254122,0.9550561797752809
Global Trade Ltd #92,SKU-393,0.36363636363636365,0.6469710331727835,0.9775280898876404
Global Trade Ltd #42,SKU-072,0.6818181818181818,0.5569500033919003,0.4044943820224719
Global Trade Ltd #68,SKU-050,0.8181818181818182,0.8516722067702328,0.42696629213483145
Global Trade Ltd #74,SKU-345,0.7727272727272727,0.7670782172172852,0.8202247191011236
Global Trade Ltd #97,SKU-439,0.7727272727272727,0.15304253442778645,0.5393258426966292
Global Trade Ltd #99,SKU-108,0.045454545454545456,0.4731361508717184,0.2247191011235955
Global Trade Ltd #81,SKU-150,0.6818181818181818,0.31242792212197273,0.38202247191011235
Global Trade Ltd #92,SKU-455,0.45454545454545453,0.23203988874567533,0.8651685393258427
Global Trade Ltd #77,SKU-441,0.045454545454545456,0.27467607353639506,0.06741573033707865
Global Trade Ltd #85,SKU-146,0.09090909090909091,0.44294823960382607,0.42696629213483145
Global Trade Ltd #41,SKU-241,0.45454545454545453,0.991825520656672,0.6629213483146067
Global Trade Ltd #46,SKU-019,0.13636363636363635,0.7247473034393869,0.4606741573033708
Global Trade Ltd #32,SKU-167,0.5454545454545454,0.07943830133640867,0.39325842696629215
Global Trade Ltd #3,SKU-073,0.3181818181818182,0.36713927141984937,0.7752808988764045
Global Trade Ltd #41,SKU-487,0.13636363636363635,0.4426429685910047,0.6629213483146067
Global Trade Ltd #2,SKU-444,0.18181818181818182,0.06994098093752119,0.34831460674157305
Global Trade Ltd #21,SKU-264,0.22727272727272727,0.5931415779119463,0.7415730337078652
Global Trade Ltd #44,SKU-381,0.09090909090909091,0.1904212739976935,0.011235955056179775
Global Trade Ltd #87,SKU-172,0.045454545454545456,0.3631368292517468,0.38202247191011235
Global Trade Ltd #98,SKU-471,0.8636363636363636,0.06013838952581235,0.48314606741573035
Global Trade Ltd #58,SKU-036,0.18181818181818182,0.17536123736517198,0.33707865168539325
Global Trade Ltd #47,SKU-311,0.6818181818181818,0.40970761820771995,0.3258426966292135
Global Trade Ltd #55,SKU-400,0.5,0.3477376026049793,0.12359550561797752
Global Trade Ltd #8,SKU-468,0.09090909090909091,0.9277186079641815,0.24719101123595505
Global Trade Ltd #92,SKU-115,0.3181818181818182,0.020012210840512856,0.9325842696629213
Global Trade Ltd #65,SKU-121,0.9090909090909091,0.09293806390339868,0.23595505617977527
Global Trade Ltd #82,SKU-456,0.2727272727272727,0.8651719693372227,0.16853932584269662
Global Trade Ltd #76,SKU-038,0.8636363636363636,0.7091445627840717,0.14606741573033707
Global Trade Ltd #36,SKU-481,1.0,0.26324537005630555,0.7303370786516854
Global Trade Ltd #85,SKU-258,0.36363636363636365,0.5100061054202565,0.7415730337078652
Global Trade Ltd #52,SKU-190,1.0,0.9429143206024015,0.9101123595505618
Global Trade Ltd #55,SKU-262,0.09090909090909091,0.7867173190421274,0.15730337078651685
Global Trade Ltd #86,SKU-316,0.18181818181818182,0.3912556814327386,0.12359550561797752
Global Trade Ltd #49,SKU-042,0.22727272727272727,0.8179228003527577,0.38202247191011235
Global Trade Ltd #30,SKU-216,0.4090909090909091,0.8685638694796826,0.056179775280898875
Global Trade Ltd #67,SKU-336,0.2727272727272727,0.30483006580286276,0.8089887640449438
Global Trade Ltd #15,SKU-405,0.09090909090909091,0.1735974492910929,0.011235955056179775
Global Trade Ltd #35,SKU-466,0.5909090909090909,0.9761888609999322,0.10112359550561797
Global Trade Ltd #25,SKU-450,0.9545454545454546,0.31388643918323045,0.14606741573033707
Global Trade Ltd #65,SKU-110,0.6818181818181818,0.7652465911403569,0.5730337078651685
Global Trade Ltd #3,SKU-483,0.36363636363636365,0.825656332677566,0.1348314606741573
Global Trade Ltd #98,SKU-392,0.9090909090909091,0.025778441082694524,0.2696629213483146
Global Trade Ltd #79,SKU-068,0.5454545454545454,0.5498270130927346,0.34831460674157305
Global Trade Ltd #96,SKU-092,0.5454545454545454,0.9369784953530969,0.21348314606741572
Global Trade Ltd #18,SKU-477,0.22727272727272727,0.00030527101282138206,0.47191011235955055
Global Trade Ltd #2,SKU-060,1.0,0.1520928023878977,0.0449438202247191
Global Trade Ltd #83,SKU-418,0.4090909090909091,0.21185808289803948,0.11235955056179775
Global Trade Ltd #50,SKU-253,0.6363636363636364,0.9842615833389865,0.9213483146067416
Global Trade Ltd #9,SKU-099,0.9090909090909091,0.12143002510006107,0.6853932584269663
Global Trade Ltd #7,SKU-080,0.6818181818181818,0.06230920561698663,0.033707865168539325
Global Trade Ltd #4,SKU-103,0.3181818181818182,0.8144291432060241,0.5730337078651685
Global Trade Ltd #93,SKU-308,0.13636363636363635,0.5273387151482261,0.550561797752809
Global Trade Ltd #63,SKU-485,0.8636363636363636,0.40502679601112546,0.06741573033707865
Global Trade Ltd #27,SKU-092,0.9545454545454546,0.8279967437758633,0.9550561797752809
Global Trade Ltd #5,SKU-183,0.045454545454545456,0.13384437962146395,0.2247191011235955
Global Trade Ltd #79,SKU-149,0.4090909090909091,0.6813649006173258,0.42696629213483145
Global Trade Ltd #5,SKU-065,0.5454545454545454,0.012109083508581508,0.9438202247191011
Global Trade Ltd #53,SKU-338,0.18181818181818182,0.9601451733260973,0.39325842696629215
Global Trade Ltd #81,SKU-483,0.7272727272727273,0.5482667390272031,0.6966292134831461
Global Trade Ltd #21,SKU-308,1.0,0.14931144427108067,0.7528089887640449
Global Trade Ltd #34,SKU-052,0.6818181818181818,0.7377721999864325,0.5730337078651685
Global Trade Ltd #29,SKU-422,0.4090909090909091,0.7854623159894174,0.1348314606741573
Global Trade Ltd #64,SKU-017,0.36363636363636365,0.9433891866223458,0.011235955056179775
Global Trade Ltd #60,SKU-048,0.0,0.8413608303371549,0.6404494382022472
Global Trade Ltd #60,SKU-232,0.9090909090909091,0.8255884946747168,0.3707865168539326
Global Trade Ltd #8,SKU-443,0.9545454545454546,0.6370327657553762,0.8764044943820225
Global Trade Ltd #17,SKU-444,1.0,0.5186893697849536,0.9213483146067416
Global Trade Ltd #69,SKU-416,0.5,0.5125161115256768,0.07865168539325842
Global Trade Ltd #77,SKU-200,1.0,0.7167424191031816,0.5617977528089888
Global Trade Ltd #24,SKU-483,0.7272727272727273,0.957058544196459,0.2247191011235955
Global Trade Ltd #58,SKU-415,0.5909090909090909,0.9921647106709178,0.5730337078651685
Global Trade Ltd #15,SKU-211,0.2727272727272727,0.7842751509395564,0.5617977528089888
Global Trade Ltd #58,SKU-261,0.18181818181818182,0.660674309748321,0.07865168539325842
Global Trade Ltd #64,SKU-138,0.22727272727272727,0.08262668747032087,0.898876404494382
Global Trade Ltd #95,SKU-136,0.3181818181818182,0.6250254392510685,0.7303370786516854
Global Trade Ltd #79,SKU-434,0.09090909090909091,0.12143002510006107,0.7528089887640449
Global Trade Ltd #78,SKU-105,0.36363636363636365,0.9603826063360694,0.6853932584269663
Global Trade Ltd #10,SKU-149,0.13636363636363635,0.29295841530425343,0.011235955056179775
Global Trade Ltd #13,SKU-181,0.6818181818181818,0.8122244081134252,0.11235955056179775
Global Trade Ltd #10,SKU-271,0.7272727272727273,0.928600502001221,0.6067415730337079
Global Trade Ltd #73,SKU-153,0.3181818181818182,0.4322976731565023,0.9887640449438202
Global Trade Ltd #22,SKU-500,0.8636363636363636,0.12153178210433487,0.34831460674157305
Global Trade Ltd #51,SKU-174,0.7272727272727273,0.6461569771385931,0.34831460674157305
Global Trade Ltd #94,SKU-119,0.2727272727272727,0.8469913845736382,0.5168539325842697
Global Trade Ltd #18,SKU-149,0.5454545454545454,0.2211518892883793,0.07865168539325842
Global Trade Ltd #46,SKU-360,0.5909090909090909,0.776880808628994,0.8314606741573034
Global Trade Ltd #86,SKU-150,0.45454545454545453,0.26945254731700696,0.3146067415730337
Global Trade Ltd #13,SKU-466,0.045454545454545456,0.13177532053456348,0.8764044943820225
Global Trade Ltd #52,SKU-283,0.7727272727272727,0.21362187097211857,0.24719101123595505
Global Trade Ltd #88,SKU-044,0.5454545454545454,0.4136422223729733,0.4044943820224719
Global Trade Ltd #61,SKU-353,0.09090909090909091,0.2977070755036972,0.20224719101123595
Global Trade Ltd #23,SKU-413,0.2727272727272727,0.5775049182552067,0.2696629213483146
Global Trade Ltd #8,SKU-362,0.6818181818181818,0.8122244081134252,0.0449438202247191
Global Trade Ltd #3,SKU-449,0.13636363636363635,0.09921307916694933,0.7078651685393258
Global Trade Ltd #98,SKU-491,0.4090909090909091,0.7427582931958484,0.5056179775280899
Global Trade Ltd #91,SKU-411,0.045454545454545456,0.35557289193406144,0.1348314606741573
Global Trade Ltd #9,SKU-500,0.13636363636363635,0.005189607217963504,1.0
Global Trade Ltd #58,SKU-054,0.5,0.7461501933383082,0.14606741573033707
Global Trade Ltd #34,SKU-437,0.8636363636363636,0.3270809307373991,0.7752808988764045
Global Trade Ltd #56,SKU-211,0.18181818181818182,0.12475408723967167,0.033707865168539325
Global Trade Ltd #20,SKU-394,0.9545454545454546,0.5933790109219185,0.4044943820224719
Global Trade Ltd #85,SKU-310,0.3181818181818182,0.1784478664948104,0.8202247191011236
Global Trade Ltd #38,SKU-430,0.13636363636363635,0.18139881961875043,0.4943820224719101
